idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,ano_matricula,mes_matricula,imc,pgc_inicial,pgc_final,evolucao_pgc,evolucao_pgc_percentual
41,F,5.0,Musculação,111.6,558.0,51.91,Sim,30.5,25.9,2022-04-07,Ativa,2022,4,,30.5,25.9,-4.600000000000001,-15.081967213114758
28,M,1.0,Musculação,42.4,42.4,99.7,Não,20.5,24.4,2020-01-14,Ativa,2020,1,,20.5,24.4,3.8999999999999986,19.02439024390243
54,M,,Yoga,27.6,,197.23,Não,39.6,29.0,2025-02-12,Sedentária,2025,2,,39.6,29.0,-10.600000000000001,-26.767676767676768
47,M,5.0,Natação,100.6,503.0,269.75,Sim,32.1,12.2,2025-05-31,Ativa,2025,5,,32.1,12.2,-19.900000000000002,-61.99376947040499
63,M,3.0,Natação,22.5,67.5,112.26,Sim,22.4,18.9,2021-04-16,Ativa,2021,4,,22.4,18.9,-3.5,-15.625
47,M,4.0,Musculação,71.3,285.2,278.31,Sim,35.9,31.2,2020-01-05,Ativa,2020,1,,35.9,31.2,-4.699999999999999,-13.09192200557103
37,M,5.0,Cardio,42.4,212.0,173.11,Não,22.3,35.3,2024-09-02,Ativa,2024,9,,22.3,35.3,12.999999999999996,58.295964125560516
35,F,,Futebol,108.1,,295.14,Não,36.2,17.0,2021-01-30,Sedentária,2021,1,,36.2,17.0,-19.200000000000003,-53.03867403314918
62,M,7.0,Crossfit,59.9,419.3,220.76,Não,15.5,23.8,2024-12-29,Ativa,2024,12,,15.5,23.8,8.3,53.5483870967742
31,M,0.0,Crossfit,104.0,0.0,147.97,Sim,13.6,10.8,2022-08-20,Sedentária,2022,8,,13.6,10.8,-2.799999999999999,-20.58823529411764
49,M,7.0,Yoga,35.1,245.7,254.22,Sim,32.0,19.1,2024-07-11,Ativa,2024,7,,32.0,19.1,-12.899999999999999,-40.31249999999999
52,F,2.0,Yoga,89.8,179.6,106.93,Não,13.5,39.1,2024-11-16,Ativa,2024,11,,13.5,39.1,25.6,189.62962962962965
61,F,1.0,Yoga,78.1,78.1,132.26,Sim,20.5,13.4,2022-11-14,Ativa,2022,11,,20.5,13.4,-7.1,-34.63414634146341
24,M,3.0,Crossfit,109.0,327.0,153.33,Não,24.6,19.9,2023-04-21,Ativa,2023,4,,24.6,19.9,-4.700000000000003,-19.10569105691058
27,F,2.0,Crossfit,80.8,161.6,156.16,Não,26.7,35.4,2020-07-31,Ativa,2020,7,,26.7,35.4,8.7,32.58426966292134
25,M,7.0,Musculação,39.4,275.8,277.95,Sim,14.0,27.0,2024-08-16,Ativa,2024,8,,14.0,27.0,13.0,92.85714285714286
62,M,5.0,Cardio,87.8,439.0,242.24,Não,27.5,35.8,2025-06-12,Ativa,2025,6,,27.5,35.8,8.299999999999997,30.18181818181817
64,F,1.0,Swimming,89.3,89.3,260.35,Não,36.2,35.2,2023-08-29,Ativa,2023,8,,36.2,35.2,-1.0,-2.7624309392265194
23,F,4.0,Musculação,56.5,226.0,54.64,Sim,25.3,28.3,2025-02-19,Ativa,2025,2,,25.3,28.3,3.0,11.857707509881422
52,F,1.0,Yoga,113.3,113.3,242.75,Não,10.5,10.8,2020-07-11,Ativa,2020,7,,10.5,10.8,0.3000000000000007,2.857142857142864
21,M,4.0,Cardio,78.0,312.0,234.91,Sim,13.0,26.7,2023-11-25,Ativa,2023,11,,13.0,26.7,13.7,105.38461538461539
53,F,4.0,Cardio,65.7,262.8,92.36,Não,12.5,22.0,2021-11-16,Ativa,2021,11,,12.5,22.0,9.5,76.0
53,M,7.0,Futebol,,,256.47,Não,32.4,31.3,2021-08-04,Ativa,2021,8,,32.4,31.3,-1.0999999999999979,-3.3950617283950555
49,M,4.0,Futebol,69.1,276.4,284.31,Sim,16.4,17.0,2024-08-18,Ativa,2024,8,,16.4,17.0,0.6000000000000014,3.6585365853658622
50,F,5.0,Yoga,23.6,118.0,56.64,Não,31.8,37.6,2024-11-21,Ativa,2024,11,,31.8,37.6,5.800000000000001,18.238993710691826
39,M,1.0,Yoga,88.5,88.5,184.34,Sim,11.9,16.6,2020-02-13,Ativa,2020,2,,11.9,16.6,4.700000000000001,39.49579831932774
20,M,3.0,Yoga,51.1,153.3,215.64,Não,37.5,25.6,2023-05-29,Ativa,2023,5,,37.5,25.6,-11.899999999999999,-31.73333333333333
64,M,6.0,Futebol,40.2,241.2,171.4,Não,17.7,16.6,2024-09-28,Ativa,2024,9,,17.7,16.6,-1.0999999999999979,-6.214689265536712
26,M,7.0,Natação,68.9,482.3,160.86,Sim,24.9,14.6,2022-10-17,Ativa,2022,10,,24.9,14.6,-10.299999999999999,-41.365461847389554
29,F,1.0,Cardio,72.4,72.4,122.53,Não,12.5,22.6,2023-08-18,Ativa,2023,8,,12.5,22.6,10.100000000000001,80.80000000000001
51,M,5.0,Musculação,34.4,172.0,239.33,Sim,25.9,17.6,2021-01-28,Ativa,2021,1,,25.9,17.6,-8.299999999999997,-32.04633204633204
18,F,1.0,Futebol,110.8,110.8,247.63,Sim,21.5,26.0,2024-05-23,Ativa,2024,5,,21.5,26.0,4.5,20.930232558139537
43,F,4.0,Yoga,,,154.89,Sim,24.6,39.7,2024-10-19,Ativa,2024,10,,24.6,39.7,15.100000000000001,61.38211382113822
29,M,,Natação,48.6,,279.82,Sim,17.3,33.2,2024-10-05,Sedentária,2024,10,,17.3,33.2,15.900000000000002,91.90751445086705
24,M,2.0,Musculação,85.6,171.2,81.0,Sim,38.3,17.4,2022-03-22,Ativa,2022,3,,38.3,17.4,-20.9,-54.56919060052219
49,F,2.0,Crossfit,21.7,43.4,188.92,Não,19.2,19.0,2023-08-27,Ativa,2023,8,,19.2,19.0,-0.1999999999999993,-1.041666666666663
51,F,1.0,Musculação,28.0,28.0,129.37,Sim,15.8,34.0,2025-04-08,Ativa,2025,4,,15.8,34.0,18.2,115.18987341772151
35,M,7.0,Cardio,108.7,760.9,99.64,Sim,26.3,17.4,2022-02-19,Ativa,2022,2,,26.3,17.4,-8.900000000000002,-33.84030418250951
62,M,5.0,Musculação,77.2,386.0,245.16,Sim,10.0,19.3,2023-03-17,Ativa,2023,3,,10.0,19.3,9.3,93.0
32,M,4.0,Natação,21.0,84.0,57.3,Não,25.3,27.7,2022-07-06,Ativa,2022,7,,25.3,27.7,2.3999999999999986,9.486166007905132
19,F,3.0,Crossfit,40.9,122.7,177.92,Sim,28.5,20.4,2023-05-26,Ativa,2023,5,,28.5,20.4,-8.100000000000001,-28.421052631578952
58,F,,Yoga,104.1,,142.1,Não,30.5,37.7,2022-06-26,Sedentária,2022,6,,30.5,37.7,7.200000000000003,23.60655737704919
31,M,0.0,Cardio,82.7,0.0,112.67,Sim,15.7,38.3,2022-07-02,Sedentária,2022,7,,15.7,38.3,22.599999999999998,143.94904458598725
39,M,4.0,Yoga,24.2,96.8,123.56,Sim,26.5,31.0,2021-09-15,Ativa,2021,9,,26.5,31.0,4.5,16.9811320754717
18,F,1.0,Natação,93.3,93.3,214.31,Sim,12.7,18.9,2025-02-17,Ativa,2025,2,,12.7,18.9,6.199999999999999,48.818897637795274
42,M,5.0,Natação,35.1,175.5,206.81,Não,38.4,19.9,2025-03-15,Ativa,2025,3,,38.4,19.9,-18.5,-48.177083333333336
63,F,1.0,Crossfit,59.5,59.5,100.44,Sim,16.5,26.8,2021-04-24,Ativa,2021,4,,16.5,26.8,10.3,62.42424242424243
55,M,4.0,Crossfit,82.0,328.0,122.53,Não,10.3,26.1,2022-03-29,Ativa,2022,3,,10.3,26.1,15.8,153.39805825242718
48,M,1.0,Musculação,35.9,35.9,200.48,Não,34.6,39.5,2022-10-23,Ativa,2022,10,,34.6,39.5,4.899999999999999,14.161849710982654
22,M,4.0,Futebol,111.8,447.2,61.18,Sim,16.9,36.1,2022-09-12,Ativa,2022,9,,16.9,36.1,19.200000000000003,113.60946745562133
45,M,3.0,Cardio,99.6,298.8,210.95,Sim,15.1,13.6,2021-12-14,Ativa,2021,12,,15.1,13.6,-1.5,-9.933774834437086
55,M,7.0,Natação,20.2,141.4,78.34,Sim,25.0,20.5,2021-08-22,Ativa,2021,8,,25.0,20.5,-4.5,-18.0
54,F,1.0,Yoga,30.8,30.8,123.65,Não,38.5,28.9,2021-09-06,Ativa,2021,9,,38.5,28.9,-9.600000000000001,-24.935064935064936
57,M,7.0,Yoga,30.7,214.9,239.93,Não,39.8,14.1,2023-11-16,Ativa,2023,11,,39.8,14.1,-25.699999999999996,-64.57286432160804
62,M,3.0,Yoga,21.9,65.7,100.09,Sim,22.9,20.6,2024-02-01,Ativa,2024,2,,22.9,20.6,-2.299999999999997,-10.04366812227073
55,F,1.0,Cardio,39.7,39.7,248.33,Sim,35.6,17.8,2021-08-17,Ativa,2021,8,,35.6,17.8,-17.8,-50.0
31,M,0.0,Cardio,75.3,0.0,291.19,Não,39.0,36.8,2022-10-03,Sedentária,2022,10,,39.0,36.8,-2.200000000000003,-5.641025641025648
21,M,4.0,Cardio,70.9,283.6,157.23,Sim,34.4,37.3,2020-02-29,Ativa,2020,2,,34.4,37.3,2.8999999999999986,8.430232558139531
49,F,3.0,Cardio,71.7,215.1,165.98,Sim,36.0,38.8,2021-11-25,Ativa,2021,11,,36.0,38.8,2.799999999999997,7.77777777777777
25,F,7.0,Natação,52.0,364.0,186.95,Sim,27.9,22.6,2025-05-21,Ativa,2025,5,,27.9,22.6,-5.299999999999997,-18.99641577060931
44,F,4.0,Futebol,74.1,296.4,71.54,Não,30.6,13.3,2024-10-03,Ativa,2024,10,,30.6,13.3,-17.3,-56.5359477124183
23,M,0.0,Musculação,61.5,0.0,225.59,Não,21.3,29.3,2020-11-29,Sedentária,2020,11,,21.3,29.3,8.0,37.558685446009385
41,M,5.0,Musculação,75.8,379.0,131.03,Sim,26.4,15.8,2022-02-28,Ativa,2022,2,,26.4,15.8,-10.599999999999998,-40.15151515151514
19,M,0.0,Swimming,25.0,0.0,169.4,Sim,20.8,36.9,2023-01-20,Sedentária,2023,1,,20.8,36.9,16.099999999999998,77.40384615384615
44,F,5.0,Natação,20.9,104.5,107.01,Sim,25.0,12.5,2020-07-27,Ativa,2020,7,,25.0,12.5,-12.5,-50.0
18,F,5.0,Futebol,95.2,476.0,68.11,Não,23.8,35.9,2021-02-01,Ativa,2021,2,,23.8,35.9,12.099999999999998,50.840336134453764
43,M,2.0,Crossfit,49.7,99.4,236.46,Sim,25.9,30.3,2022-07-24,Ativa,2022,7,,25.9,30.3,4.400000000000002,16.988416988417
59,M,1.0,Natação,87.5,87.5,143.76,Não,20.0,10.0,2021-06-09,Ativa,2021,6,,20.0,10.0,-10.0,-50.0
33,F,3.0,Crossfit,115.6,346.8,173.89,Sim,18.4,26.8,2020-10-26,Ativa,2020,10,,18.4,26.8,8.400000000000002,45.65217391304349
50,M,1.0,Crossfit,108.5,108.5,82.22,Não,36.6,38.1,2025-04-23,Ativa,2025,4,,36.6,38.1,1.5,4.098360655737705
48,F,1.0,Yoga,47.1,47.1,93.96,Não,35.9,39.6,2024-10-29,Ativa,2024,10,,35.9,39.6,3.700000000000003,10.306406685236777
47,F,2.0,Yoga,100.3,200.6,163.96,Sim,24.3,37.2,2022-04-12,Ativa,2022,4,,24.3,37.2,12.900000000000002,53.086419753086425
22,M,2.0,Natação,99.2,198.4,136.45,Não,39.6,32.6,2021-05-11,Ativa,2021,5,,39.6,32.6,-7.0,-17.67676767676768
52,M,4.0,Crossfit,24.3,97.2,205.15,Sim,29.2,29.0,2021-06-08,Ativa,2021,6,,29.2,29.0,-0.1999999999999993,-0.6849315068493127
63,M,4.0,Cardio,112.2,448.8,120.1,Não,23.1,14.4,2023-11-11,Ativa,2023,11,,23.1,14.4,-8.700000000000001,-37.66233766233766
40,M,,Musculação,,,54.78,Sim,24.2,25.3,2020-04-06,Sedentária,2020,4,,24.2,25.3,1.1000000000000014,4.545454545454551
28,F,6.0,Natação,32.8,196.8,201.02,Não,15.8,32.3,2021-10-02,Ativa,2021,10,,15.8,32.3,16.499999999999996,104.43037974683543
44,M,5.0,Futebol,97.1,485.5,172.53,Sim,20.0,39.6,2025-07-07,Ativa,2025,7,,20.0,39.6,19.6,98.00000000000001
23,F,5.0,Futebol,116.9,584.5,110.08,Não,10.9,24.7,2021-01-02,Ativa,2021,1,,10.9,24.7,13.799999999999999,126.60550458715596
52,M,2.0,Crossfit,61.4,122.8,219.5,Sim,32.3,15.2,2021-08-01,Ativa,2021,8,,32.3,15.2,-17.099999999999998,-52.94117647058824
40,F,0.0,Cardio,103.8,0.0,227.72,Sim,10.4,15.1,2024-11-07,Sedentária,2024,11,,10.4,15.1,4.699999999999999,45.19230769230768
57,F,1.0,Cardio,36.2,36.2,217.17,Não,14.6,24.9,2021-04-09,Ativa,2021,4,,14.6,24.9,10.299999999999999,70.54794520547945
58,F,6.0,Cardio,37.8,226.8,65.33,Não,22.9,12.9,2024-04-22,Ativa,2024,4,,22.9,12.9,-9.999999999999998,-43.66812227074235
23,F,7.0,Natação,104.3,730.1,166.02,Sim,12.9,30.8,2022-01-28,Ativa,2022,1,,12.9,30.8,17.9,138.7596899224806
45,M,1.0,Yoga,83.5,83.5,295.1,Não,29.6,30.3,2022-07-03,Ativa,2022,7,,29.6,30.3,0.6999999999999993,2.3648648648648622
57,M,4.0,Yoga,,,105.98,Não,33.8,36.4,2021-02-25,Ativa,2021,2,,33.8,36.4,2.6000000000000014,7.692307692307697
29,F,4.0,Cardio,,,156.43,Sim,18.7,18.2,2020-01-28,Ativa,2020,1,,18.7,18.2,-0.5,-2.6737967914438503
26,M,5.0,Futebol,46.6,233.0,270.48,Não,39.1,36.8,2021-02-04,Ativa,2021,2,,39.1,36.8,-2.3000000000000043,-5.882352941176482
35,F,6.0,Yoga,30.8,184.8,186.99,Não,11.9,24.5,2022-03-05,Ativa,2022,3,,11.9,24.5,12.6,105.88235294117648
36,M,4.0,Natação,114.1,456.4,282.77,Sim,20.2,22.6,2021-12-19,Ativa,2021,12,,20.2,22.6,2.400000000000002,11.881188118811892
46,M,6.0,Natação,69.1,414.6,79.49,Sim,24.3,14.8,2021-08-18,Ativa,2021,8,,24.3,14.8,-9.5,-39.09465020576132
40,M,7.0,Natação,102.2,715.4,235.15,Não,10.3,24.8,2023-02-26,Ativa,2023,2,,10.3,24.8,14.5,140.7766990291262
42,F,4.0,Natação,45.7,182.8,152.86,Não,12.6,19.7,2024-11-28,Ativa,2024,11,,12.6,19.7,7.1,56.34920634920635
50,F,7.0,Musculação,102.8,719.6,206.15,Sim,10.9,39.9,2023-12-17,Ativa,2023,12,,10.9,39.9,29.0,266.0550458715596
64,F,2.0,Cardio,114.2,228.4,286.35,Não,37.0,37.4,2023-10-09,Ativa,2023,10,,37.0,37.4,0.3999999999999986,1.0810810810810774
22,M,2.0,Yoga,94.7,189.4,251.29,Não,12.9,37.2,2021-09-26,Ativa,2021,9,,12.9,37.2,24.300000000000004,188.37209302325584
31,M,0.0,Crossfit,118.7,0.0,178.51,Não,39.1,26.3,2022-10-09,Sedentária,2022,10,,39.1,26.3,-12.8,-32.73657289002558
49,M,4.0,Musculação,74.0,296.0,76.35,Sim,13.1,13.1,2022-04-30,Ativa,2022,4,,13.1,13.1,0.0,0.0
60,F,4.0,Natação,58.6,234.4,297.83,Não,16.3,35.9,2024-05-09,Ativa,2024,5,,16.3,35.9,19.599999999999998,120.2453987730061
44,M,7.0,Futebol,106.8,747.6,239.96,Sim,11.7,14.8,2025-07-06,Ativa,2025,7,,11.7,14.8,3.1000000000000014,26.495726495726508
36,F,6.0,Futebol,114.6,687.6,125.91,Sim,23.4,21.6,2023-08-10,Ativa,2023,8,,23.4,21.6,-1.7999999999999972,-7.69230769230768
51,M,4.0,Crossfit,93.6,374.4,98.95,Não,15.2,13.6,2025-04-24,Ativa,2025,4,,15.2,13.6,-1.5999999999999996,-10.526315789473681
47,F,4.0,Cardio,32.3,129.2,212.69,Não,13.9,18.6,2024-10-11,Ativa,2024,10,,13.9,18.6,4.700000000000001,33.812949640287776
53,M,1.0,Yoga,85.4,85.4,214.72,Sim,26.5,11.4,2022-07-08,Ativa,2022,7,,26.5,11.4,-15.1,-56.9811320754717
62,M,7.0,Musculação,115.7,809.9,139.26,Não,20.2,12.9,2025-04-28,Ativa,2025,4,,20.2,12.9,-7.299999999999999,-36.13861386138613
37,M,4.0,Natação,116.6,466.4,155.93,Sim,31.4,11.8,2023-01-27,Ativa,2023,1,,31.4,11.8,-19.599999999999998,-62.42038216560509
43,M,1.0,Futebol,115.7,115.7,179.97,Sim,26.4,23.1,2021-05-11,Ativa,2021,5,,26.4,23.1,-3.299999999999997,-12.499999999999991
45,F,2.0,Yoga,101.6,203.2,117.5,Não,35.0,19.9,2022-04-10,Ativa,2022,4,,35.0,19.9,-15.100000000000001,-43.14285714285715
37,M,7.0,Yoga,74.5,521.5,233.05,Sim,39.7,36.7,2024-03-05,Ativa,2024,3,,39.7,36.7,-3.0,-7.556675062972292
25,F,2.0,Natação,27.4,54.8,223.47,Sim,25.1,37.8,2020-06-28,Ativa,2020,6,,25.1,37.8,12.699999999999996,50.59760956175297
27,M,4.0,Musculação,73.7,294.8,250.33,Sim,36.2,13.2,2024-03-03,Ativa,2024,3,,36.2,13.2,-23.000000000000004,-63.53591160220995
34,M,1.0,Musculação,27.9,27.9,135.5,Não,17.3,12.9,2023-08-23,Ativa,2023,8,,17.3,12.9,-4.4,-25.43352601156069
43,M,5.0,Cardio,40.7,203.5,99.92,Sim,29.2,38.6,2024-11-19,Ativa,2024,11,,29.2,38.6,9.400000000000002,32.19178082191782
54,M,0.0,Crossfit,92.6,0.0,74.3,Sim,21.8,27.4,2024-12-31,Sedentária,2024,12,,21.8,27.4,5.599999999999998,25.688073394495405
31,M,2.0,Fut,38.4,76.8,133.72,Sim,24.9,15.7,2022-10-17,Ativa,2022,10,,24.9,15.7,-9.2,-36.94779116465863
47,M,5.0,Futebol,,,206.18,Sim,26.6,31.8,2025-06-14,Ativa,2025,6,,26.6,31.8,5.199999999999999,19.548872180451124
62,M,2.0,Musculação,95.4,190.8,99.39,Não,37.2,12.0,2023-09-26,Ativa,2023,9,,37.2,12.0,-25.200000000000003,-67.74193548387098
47,M,2.0,Futebol,102.6,205.2,77.29,Não,10.2,36.6,2020-07-13,Ativa,2020,7,,10.2,36.6,26.400000000000002,258.82352941176475
18,F,7.0,Yoga,74.0,518.0,219.7,Não,23.6,25.0,2021-12-31,Ativa,2021,12,,23.6,25.0,1.3999999999999986,5.932203389830502
39,M,6.0,Natação,47.8,286.8,73.0,Não,25.3,15.6,2021-03-09,Ativa,2021,3,,25.3,15.6,-9.700000000000001,-38.3399209486166
63,M,6.0,Futebol,43.7,262.2,141.46,Sim,25.9,36.2,2025-09-02,Ativa,2025,9,,25.9,36.2,10.300000000000004,39.768339768339786
32,M,,Musculação,48.6,,244.14,Sim,10.8,28.4,2025-08-02,Sedentária,2025,8,,10.8,28.4,17.599999999999998,162.96296296296293
55,M,3.0,Futebol,61.3,183.9,56.15,Sim,21.3,37.5,2020-10-20,Ativa,2020,10,,21.3,37.5,16.2,76.05633802816901
28,M,6.0,Crossfit,87.1,522.6,156.88,Não,36.5,11.5,2021-08-07,Ativa,2021,8,,36.5,11.5,-25.0,-68.4931506849315
22,M,1.0,Natação,93.7,93.7,231.22,Não,34.8,10.1,2022-03-22,Ativa,2022,3,,34.8,10.1,-24.699999999999996,-70.97701149425286
36,M,5.0,Natação,43.1,215.5,128.96,Sim,17.0,31.3,2021-01-14,Ativa,2021,1,,17.0,31.3,14.3,84.11764705882354
33,M,1.0,Natação,104.4,104.4,280.2,Não,11.9,15.0,2021-02-01,Ativa,2021,2,,11.9,15.0,3.0999999999999996,26.050420168067223
37,F,2.0,Yoga,24.9,49.8,287.33,Sim,15.7,28.3,2025-07-20,Ativa,2025,7,,15.7,28.3,12.600000000000001,80.25477707006371
57,M,7.0,Cardio,119.0,833.0,213.65,Sim,15.3,24.3,2024-06-02,Ativa,2024,6,,15.3,24.3,9.0,58.82352941176471
18,F,0.0,Cardio,111.9,0.0,282.4,Sim,33.2,28.7,2020-11-01,Sedentária,2020,11,,33.2,28.7,-4.5000000000000036,-13.55421686746989
30,M,3.0,Yoga,55.8,167.4,227.35,Não,28.6,27.8,2020-09-11,Ativa,2020,9,,28.6,27.8,-0.8000000000000007,-2.7972027972027997
54,F,3.0,Yoga,27.5,82.5,79.99,Sim,34.8,37.9,2021-09-26,Ativa,2021,9,,34.8,37.9,3.1000000000000014,8.908045977011499
44,M,3.0,Yoga,106.3,318.9,199.91,Não,28.0,34.8,2022-03-02,Ativa,2022,3,,28.0,34.8,6.799999999999997,24.285714285714274
45,F,2.0,Crossfit,23.1,46.2,258.86,Não,28.8,22.9,2025-03-21,Ativa,2025,3,,28.8,22.9,-5.900000000000002,-20.486111111111118
48,F,4.0,Cardio,97.4,389.6,269.7,Sim,16.7,18.1,2024-11-10,Ativa,2024,11,,16.7,18.1,1.4000000000000021,8.383233532934145
36,M,2.0,Natação,86.9,173.8,296.28,Sim,15.0,23.7,2020-09-16,Ativa,2020,9,,15.0,23.7,8.7,57.99999999999999
60,F,1.0,Yoga,,,55.86,Sim,32.7,26.5,2020-03-20,Ativa,2020,3,,32.7,26.5,-6.200000000000003,-18.96024464831805
37,M,2.0,Futebol,111.2,222.4,115.03,Sim,11.3,20.7,2020-06-24,Ativa,2020,6,,11.3,20.7,9.399999999999999,83.18584070796459
44,M,6.0,Yoga,38.8,232.8,199.17,Não,18.4,25.6,2024-04-11,Ativa,2024,4,,18.4,25.6,7.200000000000003,39.13043478260872
59,M,6.0,Yoga,119.0,714.0,140.94,Sim,37.4,26.1,2022-01-28,Ativa,2022,1,,37.4,26.1,-11.299999999999997,-30.2139037433155
47,M,5.0,Swimming,73.7,368.5,155.2,Sim,25.4,11.0,2021-08-30,Ativa,2021,8,,25.4,11.0,-14.399999999999999,-56.69291338582677
42,M,5.0,Musculação,53.0,265.0,87.52,Não,34.9,36.4,2022-04-02,Ativa,2022,4,,34.9,36.4,1.5,4.2979942693409745
26,F,5.0,Crossfit,70.3,351.5,264.75,Não,39.0,38.0,2023-06-21,Ativa,2023,6,,39.0,38.0,-1.0,-2.564102564102564
23,F,1.0,Musculação,39.1,39.1,119.62,Sim,25.3,36.1,2023-10-08,Ativa,2023,10,,25.3,36.1,10.8,42.687747035573125
58,M,7.0,Cardio,76.7,536.9,67.41,Não,34.6,18.5,2023-06-25,Ativa,2023,6,,34.6,18.5,-16.1,-46.53179190751445
50,F,0.0,Crossfit,114.5,0.0,244.35,Sim,32.4,33.7,2025-04-16,Sedentária,2025,4,,32.4,33.7,1.3000000000000043,4.012345679012359
19,M,3.0,Cardio,70.5,211.5,189.4,Não,32.6,30.7,2020-10-21,Ativa,2020,10,,32.6,30.7,-1.9000000000000021,-5.828220858895712
53,M,3.0,Musculação,33.1,99.3,113.43,Sim,38.4,39.7,2020-11-04,Ativa,2020,11,,38.4,39.7,1.3000000000000043,3.385416666666678
41,M,3.0,Yoga,64.1,192.3,254.29,Não,23.5,29.7,2024-06-16,Ativa,2024,6,,23.5,29.7,6.199999999999999,26.382978723404253
24,M,4.0,Yoga,29.9,119.6,127.39,Não,27.2,29.3,2023-08-29,Ativa,2023,8,,27.2,29.3,2.1000000000000014,7.720588235294123
25,M,6.0,Cardio,33.7,202.2,167.28,Não,23.7,28.3,2021-06-09,Ativa,2021,6,,23.7,28.3,4.600000000000001,19.409282700421947
64,F,2.0,Yoga,102.5,205.0,255.85,Sim,15.8,11.3,2021-09-30,Ativa,2021,9,,15.8,11.3,-4.5,-28.481012658227844
41,M,4.0,Yoga,23.8,95.2,296.55,Sim,12.9,21.7,2021-06-26,Ativa,2021,6,,12.9,21.7,8.799999999999999,68.21705426356588
19,M,2.0,Natação,22.3,44.6,287.92,Não,20.1,15.1,2021-12-24,Ativa,2021,12,,20.1,15.1,-5.000000000000002,-24.87562189054727
33,M,7.0,Musculação,118.0,826.0,167.18,Sim,12.7,37.9,2020-05-24,Ativa,2020,5,,12.7,37.9,25.2,198.42519685039372
42,M,0.0,Musculação,100.8,0.0,262.13,Sim,39.3,17.7,2020-08-28,Sedentária,2020,8,,39.3,17.7,-21.599999999999998,-54.961832061068705
49,M,1.0,Natação,119.1,119.1,102.55,Não,14.3,36.5,2020-04-17,Ativa,2020,4,,14.3,36.5,22.2,155.24475524475523
48,M,7.0,Musculação,49.8,348.6,276.53,Não,21.8,39.5,2025-02-18,Ativa,2025,2,,21.8,39.5,17.7,81.19266055045871
34,M,3.0,Natação,76.6,229.8,109.05,Sim,31.0,30.1,2025-07-24,Ativa,2025,7,,31.0,30.1,-0.8999999999999986,-2.903225806451608
55,M,,Crossfit,81.7,,158.97,Sim,19.7,15.5,2023-07-27,Sedentária,2023,7,,19.7,15.5,-4.199999999999999,-21.319796954314718
38,M,1.0,Cardio,44.5,44.5,56.94,Sim,30.5,13.0,2022-12-31,Ativa,2022,12,,30.5,13.0,-17.5,-57.377049180327866
43,F,,Yoga,118.5,,77.51,Sim,13.3,38.7,2021-11-17,Sedentária,2021,11,,13.3,38.7,25.400000000000002,190.97744360902254
61,M,1.0,Cardio,47.1,47.1,227.12,Não,20.4,34.2,2024-05-05,Ativa,2024,5,,20.4,34.2,13.800000000000004,67.64705882352943
30,M,0.0,Yoga,32.0,0.0,60.02,Sim,38.5,15.6,2020-04-30,Sedentária,2020,4,,38.5,15.6,-22.9,-59.480519480519476
61,F,5.0,Natação,84.3,421.5,293.74,Não,13.0,34.5,2025-01-09,Ativa,2025,1,,13.0,34.5,21.5,165.3846153846154
42,M,0.0,Crossfit,81.2,0.0,183.39,Não,37.0,39.0,2024-01-05,Sedentária,2024,1,,37.0,39.0,2.0,5.405405405405405
38,F,6.0,Crossfit,25.8,154.8,75.77,Não,37.6,39.5,2021-12-02,Ativa,2021,12,,37.6,39.5,1.8999999999999986,5.053191489361699
20,F,6.0,Musculação,59.7,358.2,228.71,Sim,31.5,33.7,2020-03-20,Ativa,2020,3,,31.5,33.7,2.200000000000003,6.984126984126993
58,M,1.0,Yoga,29.2,29.2,240.01,Não,27.7,15.5,2020-01-01,Ativa,2020,1,,27.7,15.5,-12.2,-44.04332129963899
40,F,0.0,Crossfit,89.9,0.0,277.99,Não,27.2,11.7,2020-09-08,Sedentária,2020,9,,27.2,11.7,-15.5,-56.98529411764706
29,M,4.0,Crossfit,100.3,401.2,130.92,Não,34.5,11.0,2024-02-12,Ativa,2024,2,,34.5,11.0,-23.5,-68.11594202898551
20,F,6.0,Futebol,94.2,565.2,65.2,Não,21.1,18.8,2021-02-15,Ativa,2021,2,,21.1,18.8,-2.3000000000000007,-10.900473933649293
61,M,4.0,Musculação,43.4,173.6,246.39,Sim,24.2,10.6,2020-09-06,Ativa,2020,9,,24.2,10.6,-13.6,-56.19834710743802
54,M,6.0,Musculação,63.9,383.4,157.28,Sim,21.8,37.2,2023-02-04,Ativa,2023,2,,21.8,37.2,15.400000000000002,70.64220183486239
49,M,0.0,Natação,101.2,0.0,170.75,Sim,32.2,38.0,2024-10-09,Sedentária,2024,10,,32.2,38.0,5.799999999999997,18.012422360248436
25,M,7.0,Futebol,82.7,578.9,289.36,Sim,22.5,17.5,2021-07-14,Ativa,2021,7,,22.5,17.5,-5.0,-22.22222222222222
31,F,3.0,Natação,92.7,278.1,89.51,Não,10.5,29.5,2023-07-29,Ativa,2023,7,,10.5,29.5,19.0,180.95238095238096
27,F,3.0,Natação,33.4,100.2,130.06,Não,10.8,35.5,2020-01-31,Ativa,2020,1,,10.8,35.5,24.7,228.70370370370367
